File Name,e_magic,e_cblp,e_cp,e_crlc,e_cparhdr,e_minalloc,e_maxalloc,e_ss,e_sp,e_csum,e_csum,e_ip,e_cs,e_lfarlc,e_ovno,e_oemid,e_oeminfo,e_lfanew,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfHeaders,CheckSum,SizeOfImage,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SubsystemImageDirectoryEntryExport,ImageDirectoryEntryImport,ImageDirectoryEntryResource,ImageDirectoryEntryException,ImageDirectoryEntrySecurity,ImageDirectoryEntrySecurity,DirectoryEntryImport,DirectoryEntryImport,DirectoryEntryImportSize,DirectoryEntryExport,ImageDirectoryEntryExport
/home/tienloc/lab6/DikeDataset/files/malware/14d8b190632d4c1de8b2217505d07143e58c3b5b00ec5b73fe870ef1e891b3bf.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,4,1343555000,0,0,224,271,267,6,0,12288,389120,0,5432,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,25540,303104,0,0,0,25540,25540,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/33b745622d11833334937d6403d50cfcdd055f0a39f154195d1428689132a5f8.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,240,332,5,1207781318,0,0,224,8450,267,8,0,176128,225280,0,45616,4096,1677721600,4096,4096,4,0,0,0,4,0,4096,432299,413696,2,320,1048576,4096,1048576,4096,0,16,,282760,352256,0,0,0,282760,282760,120,285712,167
/home/tienloc/lab6/DikeDataset/files/malware/1f277d411c9ddeb257e8c57966df81d7ab1fc9dfefea86847baf9281bd13744d.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,224,332,4,1340741593,0,0,224,271,267,6,0,20480,364544,0,6280,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,782336,2,0,1048576,4096,1048576,4096,0,16,,25656,765952,0,0,0,25656,25656,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/164863f4479bceebaa2bce23b2a3a5238cbfa251a30e63a538ef33b5d1da4d83.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,3,1300023900,0,0,224,258,267,10,0,67072,0,0,37139,4096,4194304,4096,512,5,1,0,0,5,1,1024,216051,290816,2,0,1048576,4096,1048576,4096,0,16,,192135,197935,0,0,0,192135,192135,120,191991,90
/home/tienloc/lab6/DikeDataset/files/malware/02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,4,1335513648,0,0,224,270,267,2,50,102912,5632,0,110272,8192,4194304,4096,512,4,0,0,0,4,0,1024,114248,122880,2,0,1048576,4096,1048576,4096,0,16,,4224,114688,0,109056,109056,4224,4224,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/232276b67f9b26b9a3b1db2c25644e47da10ba91c72b76e17fbcc258a448fca5.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,64,332,4,1319571264,0,0,224,271,267,10,0,5632,16896,0,789496,786432,4259840,4096,512,4,0,0,0,4,0,786432,441409,819200,2,0,1048576,4096,1048576,4096,0,16,,794796,802816,0,0,0,794796,794796,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/138ddbc3ed8ead5576b4db26656e64da35a45be04915b96c07cef90e2e6c6790.exe,23117,80,2,0,4,15,65535,0,0,0,0,0,0,64,26,0,0,124,332,4,1300731694,0,0,224,271,267,10,0,5632,357376,0,5276,4096,4194304,4096,512,4,0,0,0,4,0,1024,0,823296,2,0,1048576,4096,1048576,4096,0,16,,12464,466944,0,0,0,12464,12464,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/17aaf47f7eff694634a8ce3679878ecf9b62894d16024ee5a6401edb4c08c34b.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,4,1343502777,0,0,224,271,267,6,0,12288,389120,0,5416,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,25540,303104,0,0,0,25540,25540,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/11752e076b157d5f4daa610279643bdcf038bea3357696c4adc4b9d2e4df3832.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,240,332,4,1096863412,0,0,224,259,267,10,0,9216,28672,0,4775,4096,4194304,4096,512,5,1,0,0,5,1,1024,89773,49152,2,33088,1048576,4096,1048576,4096,0,16,,17488,24576,0,0,0,17488,17488,140,0,0
/home/tienloc/lab6/DikeDataset/files/malware/2d10c5a00680c3a2cd100715abde8b7af431dc5fd581da6002f87004398aa312.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,64,332,4,1319571264,0,0,224,271,267,10,0,5632,16896,0,789336,786432,4259840,4096,512,4,0,0,0,4,0,786432,465901,819200,2,0,1048576,4096,1048576,4096,0,16,,794796,802816,0,0,0,794796,794796,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/0755a7cc5d59d19e3247753c0a98064be26bb4ec892511bbb7f65bf8eaa53c1b.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,9,1335151225,0,0,224,270,267,2,50,113152,15872,0,109808,4096,4194304,4096,512,4,0,0,0,4,0,1024,153182,155648,2,0,1048576,4096,1048576,4096,0,16,,114796,143360,0,130048,130048,114796,114796,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/330f10823623dd8a0f167bec96b040db749314ce884d0a575a59048dc55ff8f7.exe,23117,80,3,0,0,15,65535,0,0,0,0,0,0,64,26,0,0,124,332,4,0,0,0,224,271,267,12,0,5632,497664,0,5492,4096,4194304,4096,512,4,0,0,0,4,0,1024,0,888832,2,0,1048576,4096,1048576,4096,0,16,,12464,393216,389120,0,0,12464,12464,120,0,0
/home/tienloc/lab6/DikeDataset/files/malware/24195602d236a33310c461fb8f19919913de1dfd4e928cf2de97eba17923b77b.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,7,1338097201,0,0,224,270,267,2,50,15360,111104,0,6000,4096,4194304,4096,512,4,0,0,0,4,0,1024,154245,147456,2,0,1048576,4096,1048576,4096,0,16,,120120,135168,0,126976,126976,120120,120120,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/053ef2eacbda0b5b98ddb70eb833781d33b1a71ece68d194fcbad5956081f7ad.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,608,332,6,1212817991,0,0,224,258,267,9,0,60928,371712,0,427582,1536,65536,512,512,6,1,6,1,5,1,1536,479747,434176,1,0,262144,4096,1048576,4096,0,16,,427600,428544,0,0,0,427600,427600,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/0cd5c75fcbcb959ca8bd14fb32cb62fd708c72187ba8c39a70e71e05fdd95970.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,4,1334154035,0,0,224,270,267,2,50,112128,26624,0,111456,4096,4194304,4096,512,4,0,0,0,4,0,1024,167408,147456,2,0,1048576,4096,1048576,4096,0,16,,119064,135168,0,139776,139776,119064,119064,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/2224390e985dfd60d892044b777a9469905f87ff4956fff2d76c19b3e024d32e.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,224,332,4,1341347075,0,0,224,271,267,6,0,16384,397312,0,6296,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,782336,2,0,1048576,4096,1048576,4096,0,16,,281564,765952,0,0,0,281564,281564,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/0bfa7a40d9f8e32f28720aae89d8966b53e0c4d365f5c8bdd64d9c1ff8bae1e0.exe,23117,80,2,0,0,15,65535,0,0,0,0,0,0,64,26,0,0,124,332,4,1302935608,0,0,224,271,267,10,0,5632,387584,0,5192,4096,4194304,4096,512,4,0,0,0,4,0,1024,0,823296,2,0,1048576,4096,1048576,4096,0,16,,12464,438272,0,0,0,12464,12464,120,0,0
/home/tienloc/lab6/DikeDataset/files/malware/0b575e67baa129d190ba79deb71627dffe48f92d13eb35a966df163175a0c24c.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,9,1335094837,0,0,224,270,267,2,50,113152,15872,0,109808,4096,4194304,4096,512,4,0,0,0,4,0,1024,156037,155648,2,0,1048576,4096,1048576,4096,0,16,,114796,143360,0,130048,130048,114796,114796,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/26f55947661be6b0a25fa1b1741821dce1fdff970e7ff0b0bc5cac07e34fcf38.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,264,332,5,1333985321,0,0,224,8450,267,8,0,143360,61440,0,77738,4096,1677721600,4096,4096,4,0,0,0,4,0,4096,270773,225280,2,320,1048576,4096,1048576,4096,0,16,,176412,204800,0,0,0,176412,176412,160,179008,106
/home/tienloc/lab6/DikeDataset/files/malware/0f5a792372ccf55879440379f7f0ff4412813d12e061ca2485c6b5c8fdb146df.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,4,1343160515,0,0,224,271,267,6,0,12288,389120,0,5560,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,40548,307200,0,0,0,40548,40548,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/3285be02cee25b7e851ff620bedfb3864e8cd3c851dc8b7efb017ff4f6b6330c.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,8,1342040573,0,0,224,270,267,2,50,145408,16896,0,5376,4096,4194304,4096,512,4,0,0,0,4,0,1024,198716,188416,2,0,1048576,4096,1048576,4096,0,16,,161780,0,0,162816,162816,161780,161780,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/03d44943943e18cfb9e1e71292d1928d8883c1dc9b29b08e837c1ccf1ef76623.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,4,1343718681,0,0,224,271,267,6,0,12288,376832,0,5592,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,324076,385024,0,0,0,324076,324076,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/2883a09a094d0b41a6de89f6bea239921b3a66190296dbf0a1eaba271dae8ca6.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,232,332,4,1344630696,0,0,224,271,267,6,0,36864,393216,0,5776,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,56868,434176,0,0,0,56868,56868,120,58512,75
/home/tienloc/lab6/DikeDataset/files/malware/2d29ace35616135e78eec31a49991b71335ac22ac3b7320eb2e687596271c2d2.exe,23117,80,2,0,0,15,65535,0,0,0,0,0,0,64,26,0,0,124,332,4,1326871294,0,0,224,271,267,10,0,5632,387584,0,5344,4096,4194304,4096,512,4,0,0,0,4,0,1024,0,823296,2,0,1048576,4096,1048576,4096,0,16,,12464,438272,0,0,0,12464,12464,120,0,0
/home/tienloc/lab6/DikeDataset/files/malware/02ccb04d1f6ab5c6fdb81d00fffcf2ad6abfb45b114e308f7944a1a00619820e.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,8,1342302005,0,0,224,270,267,2,50,145408,46592,0,5248,4096,4194304,4096,512,4,0,0,0,4,0,1024,254822,217088,2,0,1048576,4096,1048576,4096,0,16,,191768,0,0,193024,193024,191768,191768,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/18d8f43a66cafb21f8cf692266414ea81ad6d4b58ca5f26684ed6a6b55f3a136.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,208,332,4,1304411205,0,0,224,258,267,10,0,158208,18432,0,133022,4096,4194304,4096,512,5,1,0,0,5,1,1024,179607,184320,2,0,1048576,4096,1048576,4096,0,16,,174643,176128,0,0,0,174643,174643,80,182896,95
/home/tienloc/lab6/DikeDataset/files/malware/2f71f6e05948fae6e65c051610398e598d9a89f3bab6ca7b4015759923a7bf79.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,8,1342301988,0,0,224,270,267,2,50,145408,46592,0,5248,4096,4194304,4096,512,4,0,0,0,4,0,1024,213055,217088,2,0,1048576,4096,1048576,4096,0,16,,191768,0,0,193024,193024,191768,191768,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/34cbc631655ec7656c39b9a2f27144b474b6bae11a4fa764d3146a93b08d228b.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,6,1334640048,0,0,224,270,267,2,50,112128,20992,0,110752,4096,4194304,4096,512,4,0,0,0,4,0,1024,172576,147456,2,0,1048576,4096,1048576,4096,0,16,,114872,135168,0,134144,134144,114872,114872,120,0,0
/home/tienloc/lab6/DikeDataset/files/malware/18b1dc9fb718a2c81a63e4dee736b486ccc083dfde55bbcb505239824907a27c.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,224,332,4,1331931721,0,0,224,271,267,7,0,98304,254687,434176,83039,4096,4259840,4096,4096,4,0,0,0,4,0,4096,399552,806912,2,0,1048576,4096,1048576,4096,0,16,,106524,757760,0,0,0,106524,106524,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/160325bc0767e16f91cd60a1bfac9b553c271c102546e108a6c92249a577e74c.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,232,332,4,1333436105,0,0,224,271,267,7,0,20480,423234,397312,6145,4096,4259840,4096,4096,4,0,0,0,4,0,4096,459024,856064,2,0,1048576,4096,1048576,4096,0,16,,125076,823296,0,0,0,125076,125076,140,0,0
/home/tienloc/lab6/DikeDataset/files/malware/1c94be5cb0a57a4bf88e09470cbb069e0478efab7bb2c1f9908838944f0a4e86.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,4,1335477660,0,0,224,270,267,2,50,102912,5632,0,110256,8192,4194304,4096,512,4,0,0,0,4,0,1024,127597,122880,2,0,1048576,4096,1048576,4096,0,16,,4224,114688,0,109056,109056,4224,4224,80,0,0
/home/tienloc/lab6/DikeDataset/files/malware/19d6e705eb4c26d926bcc1659945bd36c2190c708b4f7a5a11b37518372c2d77.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,248,332,5,1325125544,0,0,224,8450,267,8,0,147456,61440,0,79418,4096,1677721600,4096,4096,4,0,0,0,4,0,4096,221456,229376,2,320,1048576,4096,1048576,4096,0,16,,181352,208896,0,0,0,181352,181352,160,183952,106
/home/tienloc/lab6/DikeDataset/files/malware/1bfedeed0653b13f9f74e3a56dce3c727865f30b1cf71126cf9b47d435e91af5.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,216,332,5,1335978445,0,0,224,271,267,7,0,32768,442368,4096,6900,4096,4259840,4096,4096,4,0,0,0,4,0,4096,488958,819200,2,0,1048576,4096,1048576,4096,0,16,,41172,798720,0,0,0,41172,41172,140,0,0
/home/tienloc/lab6/DikeDataset/files/malware/28a23eaa463b3523fd405082bfb5d2ee34dc008d7976060bb835f1eb834e37e4.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,608,332,6,1213802347,0,0,224,258,267,9,0,60928,371712,0,427582,1536,65536,512,512,6,1,6,1,5,1,1536,477651,434176,1,0,262144,4096,1048576,4096,0,16,,427600,428544,0,0,0,427600,427600,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/28b43e9d27ce8653646150640cbc67b196c3f67d09acf136ca654244a6fe6719.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,608,332,6,1213798557,0,0,224,258,267,9,0,60928,371200,0,427070,1536,65536,512,512,6,1,6,1,5,1,1536,449294,433664,1,0,262144,4096,1048576,4096,0,16,,427088,428032,0,0,0,427088,427088,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/371e12e3fe49bd08a2469e4a1a9ba1895748898beee3222727883e322d4f7276.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,128,332,9,1335033609,0,0,224,270,267,2,50,113152,15872,0,109808,4096,4194304,4096,512,4,0,0,0,4,0,1024,166777,155648,2,0,1048576,4096,1048576,4096,0,16,,114796,143360,0,130048,130048,114796,114796,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/0e397f72147a79cb6b37a4076edbcca05ec4c5cb9918b0da4ec262c0907cda34.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,216,332,4,1335178283,0,0,224,271,267,7,0,28672,413696,237568,7380,4096,4259840,4096,4096,4,0,0,0,4,0,4096,510366,987136,2,0,1048576,4096,1048576,4096,0,16,,36868,819200,0,0,0,36868,36868,120,0,0
/home/tienloc/lab6/DikeDataset/files/malware/1eb825452f8266fbe1ecc746e17f65e206bc18698508c3a5ce62b1122d2cb4f7.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,216,332,4,1331321630,0,0,224,271,267,7,0,4096,333616,585728,4564,4096,4194304,4096,4096,4,0,0,0,4,0,4096,363244,942080,2,0,1048576,4096,1048576,4096,0,16,,24256,802816,0,0,0,24256,24256,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/10fa459ab09fd2b4acc2700629f9388694159d78e64fa7874bf19854f4d82afc.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,248,332,5,1325124691,0,0,224,8450,267,8,0,147456,61440,0,79418,4096,1677721600,4096,4096,4,0,0,0,4,0,4096,242436,229376,2,320,1048576,4096,1048576,4096,0,16,,181288,208896,0,0,0,181288,181288,160,183888,106
/home/tienloc/lab6/DikeDataset/files/malware/2f289e4795a785522093be13c71167e693c004e6361901d757fba8deeee7682a.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,608,332,6,1213802347,0,0,224,258,267,9,0,60928,371712,0,427582,1536,65536,512,512,6,1,6,1,5,1,1536,497893,434176,1,0,262144,4096,1048576,4096,0,16,,427600,428544,0,0,0,427600,427600,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/2c5fd946325ec89b02cdbcb3c7063aa3cc5e8c8a3259c34d0a7effc050057616.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,224,332,4,1344502417,0,0,224,271,267,6,0,36864,393216,0,5584,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,247804,430080,0,0,0,247804,247804,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/2cf80bdab324765a8b3daea2a4ccb61c726b7f2d4e3a4abecccfcae9cf1e2f8b.exe,23117,80,2,0,4,15,65535,0,0,0,0,0,0,64,26,0,0,124,332,4,1305462840,0,0,224,271,267,10,0,8704,433152,0,6192,4096,4194304,4096,512,4,0,0,0,4,0,1024,0,819200,2,0,1048576,4096,1048576,4096,0,16,,16556,389120,0,0,0,16556,16556,100,0,0
/home/tienloc/lab6/DikeDataset/files/malware/02834a1cda0b0b26e66c6b5ea20df217e0d10bba24e2d45f65f8d89e8e4502db.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,248,332,5,1213376697,0,0,224,8450,267,8,0,176128,290816,0,57568,4096,268435456,4096,4096,4,0,0,0,4,0,4096,505513,483328,2,0,1048576,4096,1048576,4096,0,16,,367868,430080,0,0,0,367868,367868,120,371312,1160
/home/tienloc/lab6/DikeDataset/files/malware/2678859197bf8042823349f2c7e9f91a82e763c28ecf9606771295c1c8de9673.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,232,332,4,1344630696,0,0,224,271,267,6,0,36864,393216,0,5776,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,56868,434176,0,0,0,56868,56868,120,58512,75
/home/tienloc/lab6/DikeDataset/files/malware/1251fbc83952e7ac38859c441252396313ab50b5e690bccba6df44b1a0b85de9.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,608,332,6,1213802347,0,0,224,258,267,9,0,60928,371712,0,427582,1536,65536,512,512,6,1,6,1,5,1,1536,496654,434176,1,0,262144,4096,1048576,4096,0,16,,427600,428544,0,0,0,427600,427600,60,0,0
/home/tienloc/lab6/DikeDataset/files/malware/29757bff9b9dd32b09115757df3aa292814d499c37207c5c8562a26df3cfcce1.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,216,332,5,1343925362,0,0,224,258,267,10,0,9728,96256,0,11274,4096,4194304,4096,512,5,1,0,0,5,1,1024,48577,135168,2,34112,1048576,4096,1048576,4096,0,16,,122880,20480,0,0,0,122880,122880,10752,0,0
/home/tienloc/lab6/DikeDataset/files/malware/1eede5386bd62dc36d25aa0f952545ed730086fff2014c00043677da2bc4eedb.exe,23117,144,3,0,4,0,65535,0,184,0,0,0,0,64,0,0,0,232,332,4,1344630696,0,0,224,271,267,6,0,36864,393216,0,5776,4096,4194304,4096,4096,4,0,0,0,4,0,4096,0,823296,2,0,1048576,4096,1048576,4096,0,16,,56868,434176,0,0,0,56868,56868,120,58512,75
